sample_idx,label,doppler_hz,insider_mode,power_preserving,power_diff_pct
0,0,-346337.01502475585,benign,True,0.12736715483642955
1,0,-566378.1106730045,benign,True,3.3707861824110696
2,0,403755.35982631735,benign,True,0.24751864651855407
3,0,6638.743434610192,benign,True,2.7027003278551334
4,0,245797.20530689758,benign,True,1.1349386732032622
5,0,-579858.7450473828,benign,True,2.0782404639546757
6,0,607877.4441056214,benign,True,3.2622423157238387
7,0,-570755.3415504957,benign,True,3.94573698104609
8,0,145183.55636817846,benign,True,2.7160528712342034
9,0,183827.27823864622,benign,True,6.226160413832589
10,0,-479421.7960029345,benign,True,2.8985595716453822
11,0,532153.4595872947,benign,True,3.888239329388163
12,0,-534634.6240579173,benign,True,2.1531140323138147
13,0,-236725.94738162373,benign,True,2.069868438566231
14,0,152975.81302494064,benign,True,2.985084009937069
15,0,628825.3895293891,benign,True,2.4296744433785267
16,0,450087.78305949573,benign,True,2.1628571357483164
17,0,472827.90800570586,benign,True,1.371584713097825
18,0,-348025.5940502179,benign,True,1.6774333433851762
19,0,190256.61094357533,benign,True,0.9925667826447915
20,0,-419552.94419739,benign,True,1.3959347936034217
21,0,545025.5818707141,benign,True,4.737509047538749
22,0,557772.6922906416,benign,True,0.1233191634474527
23,0,254790.0561379795,benign,True,3.3088295878399308
24,0,410764.8844197397,benign,True,3.3816393961458004
25,0,-511835.4335441288,benign,True,0.9937820428667362
26,0,-232944.42967172965,benign,True,4.057281463456171
27,0,-631683.9205435251,benign,True,4.244708327430639
28,0,-139632.49254391625,benign,True,1.6372691138126598
29,0,-647038.9975530767,benign,True,0.12348315752355565
30,0,171110.99940896736,benign,True,0.7782280209577652
31,1,-709718.2659072742,sat,True,7.591943883664882
32,1,-24321.59235363952,sat,True,2.4999979138346844
33,1,-174789.41388130258,sat,True,1.513263590429836
34,1,108072.21365332999,sat,True,1.348058565426881
35,1,-395508.79197834217,sat,True,1.5132455511916065
36,1,419855.57687002415,sat,True,1.4851354849142442
37,1,-271383.25932327576,sat,True,4.1457341519875754
38,1,467224.523366346,sat,True,6.505117789123055
39,1,-108015.53439789846,sat,True,0.12360044743703398
40,1,257049.91146761406,sat,True,0.12754178863812862
41,1,-593090.4912985945,sat,True,1.369853008241803
42,1,-488473.88113932736,sat,True,5.677439250009798
43,1,661534.3938076589,sat,True,1.562498641819503
44,1,-180591.14999553634,sat,True,5.769236941304049
45,1,431130.80182830436,sat,True,3.994851141375777
46,1,-674455.705458242,sat,True,4.140532110791264
47,1,546966.6235073175,sat,True,4.862009836751153
48,1,-451013.2343474549,sat,True,0.757587114750765
49,1,628603.9178254154,sat,True,3.850949101504566
50,1,499428.9011203956,sat,True,0.3778604375631951
